Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance
7200,7200,0.19,36 months,debt_consolidation,0.16,RENT,8333.33,8,28916
10000,10000,0.14,36 months,major_purchase,0.1,RENT,4583.33,6,3859
4000,3925,0.14,36 months,credit_card,0.12,MORTGAGE,8583.33,9,36943
17500,17500,0.09,36 months,debt_consolidation,0.11,MORTGAGE,25000,9,34545
20000,20000,0.12,36 months,credit_card,0.1,MORTGAGE,5416.67,12,18267
16200,16200,0.16,60 months,debt_consolidation,0.08,MORTGAGE,4833.33,12,12313
10000,10000,0.06,36 months,small_business,0.13,RENT,5000,8,3952
27000,27000,0.07,36 months,debt_consolidation,0.12,MORTGAGE,9250,12,4211
4500,4475,0.08,36 months,small_business,0.2,MORTGAGE,7075.5,15,68618
1000,15875,0.14,36 months,small_business,0.17,MORTGAGE,3416.67,11,15891
15000,15000,0.1,36 months,credit_card,0.28,MORTGAGE,6666.67,15,14880
25000,24950,0.11,36 months,debt_consolidation,0.2,MORTGAGE,7083.33,10,25429
7000,7000,0.17,36 months,other,0.18,OWN,2464.37,9,7089
15000,15000,0.2,36 months,wedding,0.18,RENT,8000,6,45976
17000,17000,0.16,36 months,debt_consolidation,0.17,RENT,3833.33,6,15484
19075,19075,0.19,36 months,debt_consolidation,0.15,RENT,5166.67,17,13749
10000,10000,0.12,36 months,debt_consolidation,0.08,RENT,4500,8,8404
8475,8475,0.08,36 months,debt_consolidation,0.16,RENT,3983.33,9,6882
6400,6350,0.1,36 months,debt_consolidation,0.08,MORTGAGE,5166.67,5,5815
30000,30000,0.23,60 months,other,0.12,MORTGAGE,7083.33,16,17969
24000,23975,0.15,36 months,debt_consolidation,0.15,MORTGAGE,6666.67,13,17521
30000,29950,0.17,60 months,debt_consolidation,0.19,MORTGAGE,9250,15,45880
16000,16000,0.14,60 months,home_improvement,0.22,OWN,8903.25,18,18898
10000,10000,0.14,36 months,debt_consolidation,0.05,MORTGAGE,2166.67,4,4544
6000,6000,0.12,36 months,major_purchase,0.17,RENT,3500,8,1275
9000,5242.75,0.14,36 months,debt_consolidation,0.07,RENT,3875,7,7589
